,file_name,transcription,mms_model_transcription
70,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103085_w5Jyq3XMbb3WwiKQ_0070.wav,जो online test pass करते हैं उनको प्रमाणपत्र भी देते हैं,ल  चलाे जो onlin test ाs करते हैं
71,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103085_w5Jyq3XMbb3WwiKQ_0071.wav,अधिक जानकारी के लिए कृपया हमें contact @spokentutorial org पर लिखें,तर भ दते हंअधिक जानकारी के लिए cृipया हमें contact at spokin hypn tetorial dot oargी पर लिखें
72,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103085_w5Jyq3XMbb3WwiKQ_0072.wav,spoken tutorial project talktoateacher project का हिस्सा है,spokin tutural p्roject tokto tीचr p्roject का हिस्सा है
73,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103085_w5Jyq3XMbb3WwiKQ_0073.wav,यह भारत सरकार के एमएचआरडी के आईसीटी के माध्यम से राष्ट्रीय साक्षरता mission द्वारा समर्थित है,यह भारत सरकार के emaचadी के ईcट के माध्यम से राष्ट्रीय ाक्षता मिशण द्वारा समर्थित है
74,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103085_w5Jyq3XMbb3WwiKQ_0074.wav,इस mission पर अधिक जानकारी के लिए उपलब्ध लिंक पर संपर्क करें,गी के लिए उपलब्ध लink पर समपर्क करेंspoken hipon tetorial dot oarg slas nmcthpn intro
75,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103085_w5Jyq3XMbb3WwiKQ_0075.wav,यह स्क्रिप्ट सकीना शेख द्वारा अनुवादित है आईआई टी बॉम्बे की ओर से मैं रवि कुमार अब आपसे विदा लेता हूँ,आयatी बombे क्यो से मैंरा वि कुmार अब आप से विदा लेता हूँमसे
76,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103085_w5Jyq3XMbb3WwiKQ_0076.wav,हमसे जुड़ने के लिए धन्यवाद,ने के लिए धन्यवादह
77,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103725_UO5ZLDtkc8QMi9Hk_0000.wav,नमस्कार ! command line arguments पर spoken tutorial में आपका स्वागत है,नमसकार comandlin arguments पर spokn tutorial में आपका स्वागत है
78,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103725_UO5ZLDtkc8QMi9Hk_0001.wav,इस tutorial में हम एक उदाहरण से arguments के साथ main function के बारे में सीखेंगे,इस tutorial में हम एक उदाहरण से आrguments के साथ मेn fंकशन के बारे में सीखेंगे
79,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103725_UO5ZLDtkc8QMi9Hk_0002.wav,इस tutorial के लिए मैं उपयोग कर रही हूँ ubuntu operating system version 1110 और ubuntu पर gcc compiler version 461,इस totorial के लिए मैं उपयोग कर रही हूँ ub2 operating सstem version 1110 और uब2  gcc compiler verशion 61
80,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103725_UO5ZLDtkc8QMi9Hk_0003.wav,इस tutorial के अनुसरण के लिए आपको c tutorials से परिचित होना चाहिए,इस totorial के अनुसरण के लिए आपको ce totorial से परिचित होना चाहिए
81,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103725_UO5ZLDtkc8QMi9Hk_0004.wav,यदि नहीं तो सम्बंधित tutorials के लिए कृपया हमारी दर्शायी website पर जाएँ,यदि नहीं तो समबंधि tutorials के लिए cृपया हमारी दरशायी weबसit पर जाएं
82,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103725_UO5ZLDtkc8QMi9Hk_0005.wav,अब अपना program शुरू करते हैं मेरे पास एक code file है मैं इसे खोलूँगी,अब अपना program शुरू करते हैं मेरे पास एक cord fाiल है मैं इसे खोलूँगी
83,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103725_UO5ZLDtkc8QMi9Hk_0006.wav,main hyphen with hyphen args c file का name है,man hyfn विध hyfn args dorce file का नाम है
84,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103725_UO5ZLDtkc8QMi9Hk_0007.wav,अब मैं program को समझाती हूँ,अब मैं p्rogram को समझाती हूँ
85,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103725_UO5ZLDtkc8QMi9Hk_0008.wav,ये header files हैं stdio h core input और output functions को परिभाषित करता है,य ederfiles हैstdicoर inपut और outपut fncशions को परिभाषित करता है
86,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103725_UO5ZLDtkc8QMi9Hk_0009.wav,stdlib h header file निम्न को परिभाषित करता है,sted liv dthhederfile निम्न को परिभाषित करता है nयumeric conversion fंction sudo random numbrs generation fonction memory ellocation proces cont्rol fंctions
87,/l/users/speech_lab/CodeSwitchedDataset[code_switched_dataset]/MUCS/Hindi-English/test/transcripts/wav_segments/103725_UO5ZLDtkc8QMi9Hk_0010.wav,यह हमारा main function है इसके अंदर हमने दो arguments passed किये हैं,यह हमारा मan fंकशन है इसके अनदर हमने दो अrgument पास किए हैंnarg c qrt riskst risकrgv
